RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30
102001,0,United States,country,,7833.333333333333,8533.333333333334,9300.0,9633.333333333334,9766.666666666666,9466.666666666666,9166.666666666666,9000.0,8466.666666666666,7566.666666666667,6904.0,6870.666666666667,7604.0,8300.0,9199.666666666666,9699.333333333334,9832.666666666666,9499.666666666666,9166.666666666666,8666.666666666666,8000.0,7000.0,6666.666666666667,7366.666666666667,8400.0,8566.666666666666,8533.333333333334,8800.333333333334,9633.666666666666,9967.0,10000.0,10000.0,10000.0,9966.666666666666,9966.666666666666,9966.666666666666,10000.0,10000.0,10166.666666666666,10433.333333333334,10466.666666666666,10300.0,10033.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10166.666666666666,11333.333333333334,13000.0,14500.0,14670.0,13336.666666666666,11707.333333333334,10404.0,10070.666666666666,10033.333333333334,10000.0,10000.0,10000.0,10000.0,10033.333333333334,10066.666666666666,10067.0,10033.666666666666,10000.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
394913,1,"New York, NY",msa,NY,16963.0,18629.333333333332,19962.666666666668,20000.0,18833.333333333332,17166.666666666668,17166.666666666668,18033.333333333332,18366.666666666668,16700.0,15666.666666666666,15500.0,16166.666666666666,17500.0,18752.0,19585.333333333332,18252.0,16833.333333333332,16667.0,17000.333333333332,17333.666666666668,16000.0,15666.666666666666,16333.333333333334,16666.666666666668,16300.0,15300.0,15300.0,17000.0,18666.666666666668,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20333.333333333332,21333.333333333332,21600.0,21266.666666666668,20266.666666666668,20033.333333333332,20033.333333333332,20033.333333333332,20000.0,20000.0,21666.666666666668,23333.333333333332,24999.666666666668,24999.666666666668,25000.0,24700.333333333332,23033.666666666668,22700.0,22666.666666666668,23000.0,21666.666666666668,20666.666666666668,20333.666666666668,22000.333333333332,23333.666666666668,25033.333333333332,25366.666666666668,25366.666666666668,25333.333333333332,25033.333333333332,25036.666666666668,25036.666666666668,23670.0,23666.666666666668,23666.666666666668,25000.0,25333.333333333332,27000.0,27333.333333333332,27333.333333333332,25666.666666666668,25666.666666666668,25333.333333333332,25333.333333333332,24116.666666666668,24116.666666666668,24116.666666666668,25000.0,25333.333333333332,26666.666666666668,27000.0,26666.666666666668,25000.0,24666.666666666668
753899,2,"Los Angeles, CA",msa,CA,20000.0,20000.0,20000.0,20000.0,20000.0,19700.0,19700.0,19700.0,19966.666666666668,18353.333333333332,18086.666666666668,17786.666666666668,19100.0,19366.666666666668,19700.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,19700.0,19700.0,21366.666666666668,23333.0,23333.0,21666.333333333332,20333.333333333332,21666.666666666668,23366.666666666668,24700.0,25033.333333333332,25000.0,24666.666666666668,25000.0,26666.666666666668,28966.666666666668,33633.333333333336,36966.666666666664,39666.666666666664,36633.333333333336,32966.666666666664,29633.333333333332,29102.0,29135.333333333332,27802.0,28033.333333333332,31667.0,36667.0,38667.0,37333.333333333336,35333.333333333336,33333.333333333336,31333.0,29016.5,28349.833333333332,28016.833333333332,27333.333333333332,26666.666666666668,27000.0,28666.666666666668,33333.333333333336,37000.0,42000.0,44666.666666666664,43666.666666666664,41666.666666666664,37333.333333333336,34666.666666666664,31666.666666666668,31333.333333333332,31333.5,32666.833333333332,34670.833333333336,38004.0,40004.0,39667.0,38000.333333333336,35000.333333333336,32000.0,30037.333333333332,28037.333333333332,26404.0,26700.0,29700.0,31333.333333333332,32000.0,32000.0,32000.0,31000.0,29666.666666666668
394463,3,"Chicago, IL",msa,IL,7566.666666666667,9033.333333333334,9700.0,9884.166666666666,9550.833333333334,8550.833333333334,7833.333333333333,6833.333333333333,6300.0,5466.666666666667,5466.666666666667,6000.0,7333.333333333333,8500.0,9466.666666666666,9685.833333333334,9519.166666666666,8552.5,7833.333333333333,6833.333333333333,6200.0,5366.666666666667,5200.0,6133.333333333333,7133.333333333333,7300.0,7000.0,7333.333333333333,8666.666666666666,9666.666666666666,10000.0,9833.333333333334,9000.0,7666.666666666667,7500.0,8333.333333333334,9666.666666666666,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9350.0,9050.0,9050.0,9700.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9666.666666666666,9666.666666666666,9666.666666666666,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9666.666666666666,9666.666666666666,9666.666666666666,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9966.666666666666,9966.666666666666,9966.666666666666,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
394514,4,"Dallas, TX",msa,TX,8820.666666666666,9320.666666666666,9766.666666666666,9500.0,9000.0,7700.0,6666.666666666667,6100.0,6052.0,5752.0,5652.0,5700.0,6000.0,6403.666666666667,6903.666666666667,7237.0,7033.333333333333,6533.333333333333,6166.666666666667,5666.666666666667,5466.666666666667,5166.666666666667,5166.666666666667,5366.666666666667,6033.333333333333,6166.666666666667,6166.666666666667,6200.0,6701.833333333333,7201.833333333333,7835.166666666667,8533.333333333334,9066.666666666666,9066.666666666666,9333.333333333334,9311.166666666666,9644.5,9677.833333333334,10316.666666666666,10350.0,10350.0,10033.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10333.333333333334,11666.666666666666,13333.333333333334,14333.333333333334,13033.333333333334,11366.666666666666,10033.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
394692,5,"Houston, TX",msa,TX,10000.0,10000.0,10000.0,10000.0,9966.666666666666,9633.333333333334,9333.333333333334,9066.666666666666,9066.666666666666,8808.333333333334,8808.333333333334,8797.333333333334,9022.666666666666,9022.666666666666,9067.0,9100.0,8733.333333333334,8033.333333333333,7333.333333333333,6690.0,6523.333333333333,6190.0,6345.833333333333,7179.166666666667,8212.5,8733.333333333334,8696.666666666666,8696.666666666666,9030.0,9100.0,9400.0,9699.666666666666,9969.666666666666,9936.333333333334,9936.666666666666,9966.666666666666,10000.0,10000.0,10001.333333333334,10034.666666666666,10034.666666666666,10033.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10033.333333333334,10633.333333333334,10966.666666666666,10933.333333333334,10333.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
395209,6,"Washington, DC",msa,VA,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10300.0,10333.333333333334,10333.333333333334,10033.333333333334,10033.0,,,11200.0,,10033.333333333334,10000.0,10000.333333333334,10000.333333333334,10033.666666666666,11566.666666666666,13233.333333333334,,,13600.0,12133.333333333334,10666.666666666666,10366.666666666666,10200.0,10033.333333333334,10833.333333333334,12500.0,14166.666666666666,15558.333333333334,15891.666666666666,15891.666666666666,15333.333333333334,15000.0,15000.0,15000.0,13633.333333333334,13468.333333333334,13468.333333333334,14835.0,15166.666666666666,16833.333333333332,18500.0,19533.333333333332,17867.0,16200.333333333334,15000.333333333334,15000.0,14850.0,14816.666666666666,14816.666666666666,14966.666666666666,15333.333333333334,16666.666666666668,16700.0,16366.666666666666,15016.666666666666,14983.0,14683.0,14366.333333333334,12733.333333333334,11700.0,12033.333333333334,13666.666666666666,15000.0,15000.0,15000.0,15000.0,14666.666666666666,14666.666666666666
394974,7,"Philadelphia, PA",msa,PA,6600.0,6966.0,8266.0,9132.666666666666,9633.333333333334,8966.666666666666,8833.333333333334,8833.666666666666,8800.333333333334,7933.666666666667,7300.0,6866.666666666667,6866.666666666667,7666.666666666667,8833.333333333334,9800.333333333334,9667.0,9298.833333333334,9319.5,9452.833333333334,9154.333333333334,8166.666666666667,8000.0,8666.666666666666,9633.333333333334,8900.0,8233.333333333334,8266.666666666666,9333.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,,,,,10000.0,10000.0,10000.0
394856,8,"Miami, FL",msa,FL,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.333333333334,11000.333333333334,12000.666666666666,12833.833333333334,,,11833.333333333334,11666.666666666666,12833.333333333334,13833.333333333334,,18333.329999999998,20999.996666666662,22333.333333333332,22333.333333333332,21333.333333333332,20000.0,19700.0,18700.0,17066.666666666668,16200.0,15866.666666666666,15833.333333333334,15666.666666666666,15633.333333333334,15633.333333333334,15300.0,15000.0,15000.0,15000.0,15000.0,14666.666666666666,14633.333333333334,14633.333333333334,14933.333333333334,14300.0,13966.666666666666,13666.666666666666,13383.333333333334,13050.0,12716.666666666666,12666.666666666666,12003.333333333334,12003.333333333334,12670.0,13966.666666666666,14633.333333333334,14633.333333333334,14500.0,14466.666666666666,14300.0,13133.333333333334,11800.0
394347,9,"Atlanta, GA",msa,GA,9000.0,9700.0,10000.0,10000.0,9666.666666666666,9000.0,8133.333333333333,7466.666666666667,6500.0,5700.0,5066.666666666667,5233.333333333333,5566.666666666667,6200.0,6866.666666666667,7533.333333333333,7533.333333333333,7000.0,6150.0,5516.666666666667,5183.333333333333,5033.333333333333,5037.5,5737.5,6737.5,7033.333333333333,7000.0,7333.333333333333,8633.333333333334,9633.333333333334,9966.666666666666,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10033.333333333334,10366.666666666666,11718.333333333334,12351.666666666666,12351.666666666666,11000.0,10333.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10333.333333333334,11000.0,11666.666666666666,11366.666666666666,10700.0,10033.333333333334,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
